"sep=	"
Document type	Open Access	Number	Authors countries	Instrument	Domain	Authors	ILL Authors	Titre	Journal title	Volume	Pages	Year	Proposal number	DOI	WOS Number	DOI added
Journal article		ILL11RU7016	USA			Russell N.		Testing Lorentz symmetry with atoms and light	Physica Scripta	84	038101-1-038101-5	2011		10.1088/0031-8949/84/03/038101		
Journal article		ILL11RU7022	Germany		Soft Matter	Ruthard C., Maskos M., Kolb U., Gröhn F.		Polystyrene sulfonate - Porphyrin assemblies: Influence of polyelectrolyte and porphyrin structure	Journal of Physical Chemistry B	115	5716-5729	2011		10.1021/jp1078357		
Journal article		ILL11SA7030	Portugal/Switzerland/Italy/Spain/Poland/Greece/France (not ILL)/Austria/USA/Germany/Russia/Japan/Belgium			Sarmento R., Calviani M., Praena J., Colonna N., Belloni F., Gonçalves I.F., Vaz P., Aerts G., Alvarez H., Alvarez-Velarde F., Andriamonje S., Andrzejewski J., Assimakopoulos P., Audouin L., Barbagallo M., Badurek G., Baumann P., Be?vá? F., Berthoumieux E., Calviño F., Cano-Ott D., Capote R., Carrapico C., Carrillo de Albornoz A., Cennini P., Chepel V., Chiaveri E., Cortés G., Couture A., Cox J., Dahlfors M., David S., Diakaki M., Dillmann I., Dolfini R., Domingo-Pardo C., Dridi W., Dúran I., Eleftheriadis C., Ferrant L., Ferrari A., Ferreira-Marques R., Frais-Koelbl H., Fuji K., Furman W., González-Romero E., Goverdovski A., Gramegna F., Griesmayer E., Guerrero C., Gunsing F., Haas B., Haight R., Heil M., Herrera-Martinez A., Igashira M., Isaev S., Jericha E., Käppeler F., Kadi Y., Karadimos D., Karamanis D., Kerveno M., Ketlerov V., Koehler P., Konovalov V., Kossionides E., Krti?ka M., Lampoudis C., Lederer C., Leeb H., Lindote A., Lopes I., Lozano M., Lukic S., Marganiec J., Marques L., Marrone S., Martínez T., Massimi C., Mastinu P., Mendoza E., Mengoni A., Milazzo P., Moreau C., Mosconi M., Neves F., Oberhummer H., O'Brien S., Oshima M., Pancin J., Papachristodoulou C., Papadopoulos C., Paradela C., Patronis N., Pavlik A., Pavlopoulos P., Perrot L., Pigni M., Plag R.		Measurement of the 236U(n,f) cross section from 170 meV to 2 MeV at the CERN n_TOF facility	Physical Review C	84	044618-1-044618-10	2011		10.1103/PhysRevC.84.044618		
Journal article		ILL11SE7035	Russia			Serebrov A.P.		Supersource of ultracold neutrons at the WWR-M reactor and the program of fundamental research in physics	Crystallography Reports	56	1230-1237	2011		10.1134/S1063774511070303		
Journal article		ILL11WA7014	UK			Wang W., Sokolov D.A., Huxley A.D., Kamenev K.V.		Large volume high-pressure cell for inelastic neutron scattering	Review of Scientific Instruments	82	073903-1-073903-6	2011		10.1063/1.3608112		
Journal article		ILL11ZA7003	Russia/Germany			Zaretsky D., Baranov A., Dietsch R.		Investigation of the neutron reflectivity of multilayer carbon structures	Diamond & Related Materials	20	115-119	2011		10.1016/j.diamond.2010.11.005		
Journal article		ILL10AF7037	USA		Applied Physics, Instrumentation and Techniques	Afonine P.V., Mustyakimov M., Grosse-Kunstleve R.W., Moriarty N.W., Langan P., Adams P.D.		Joint X-ray and neutron refinement with phenix.refine	Acta Crystallographica D	66	1153-1163	2010		10.1107/S0907444910026582		
Article from Conference in a Book		ILL10BE7061	France (not ILL)	D16/D22	Soft Matter	Belloni L.		La Diffusion de neutrons aux petits angles : mécanique statistique des liquides et traitement des données	Collection SFN	11	71-88	2010		10.1051/sfn/201011005		
Journal article		ILL11BR7020	Germany			Brokmeier H.G., Randau C., Tekouo W., Hofmann M., Gan W., Müller M., Schreyer A., Petry W.		The robot concept at STRESS-SPEC for the characterisation or semi-finished products	Materials Science Forum	652	197-201	2010		10.4028/www.scientific.net/MSF.652.197		
Journal article		ILL10CH7052	USA			Chadwick M.B., Kawano T., Barr D.W., Mac Innes M.R., Kahler A.C., Graves T., Selby H., Burns C.J., Inkret W.C., Keksis A.L., Lestone J.P., Sierk A.J., Talou P.		Fission product yields from fission spectrum n+239Pu for ENDF/B-VII.1	Nuclear Data Sheets	111	2923-2964	2010		10.1016/j.nds.2010.11.003		
Book chapter		ILL13CH7044	France (not ILL)	D20		Chateigner D.		Combined structure-texture-microstructure-stress-phase reflectivity analysis								
Journal article		ILL10DA7018				Danilyan G.V., Klenke J., Krakhotin V.A., Novitsky V.V., Pavlov V.S., Shatalov P.B.		Searches for T-odd correlations in the emission of prompt neutrons in the polarized-neutron-induced fission of 235U nuclei	Physics of Atomic Nuclei	73	1116-1118	2010		10.1134/S1063778810070045		
Journal article		ILL11DO7012	Germany	IN13		Doster W., Busch S., Gaspar A.M., Appavou M.S., Wuttke J., Scheer H.		Dynamical transition of protein-hydration water	Physical Review Letters	104	098101-1-098101-4	2010		10.1103/PhysRevLett.104.098101		
Article from Conference in a Book		ILL10DU7062	France (not ILL)		Soft Matter	Dubois E.		Apports des techniques de diffusion de rayonnement à l?étude de la structure et de la dynamique des fluides magnétiques	Collection SFN	11	127-136	2010		10.1051/sfn/201011008		
Journal article		ILL11FA7026	Spain	D19		Falvello L.R.		The hydrogen bond, front and center	Angewandte Chemie International Edition	49	10045-10047	2010		10.1002/anie.201002928		
Journal article		ILL10GO7060	USA/Germany		Biology	Gogonea V., Wu Z., Lee X., Pipich V., Li X.M., Ioffe A.I., DiDonato J.A., Hazen S.L.		Congruency between biophysical data from multiple platforms and molecular dynamics simulation of the double-super helix model of nascent high-density lipoprotein	Biochemistry	49	7323-7343	2010		10.1021/bi100588a		
Journal article		ILL10GO7001	Spain			González-Albo B., Gorria P., Bordons M.		Research in an emerging "big science" discipline: The case of neutron scattering in Spain	Journal of Radioanalytical and Nuclear Chemistry	283	133-149	2010		10.1007/s10967-009-0132-5		
Journal article		ILL10GO7033	Spain			Gorria P., Campo J.		Characteristics of the Spanish neutron user community explored through a bibliometric study	Neutron News	21	8-10	2010		10.1080/10448632.2010.502847		
Journal article		ILL10GR7021	USA			Grieshammer H.W., Schindler M.R.		On parity-violating three-nucleon interactions and the predictive power of few-nucleon EFT at very low energies	European Physical Journal A	46	73-83	2010		10.1140/epja/i2010-11017-x		
Journal article		ILL10GR7049	USA			Grieshammer H.W., Shukla D.		Nucleon spin-polarisabilities from polarisation observables in low-energy deuteron Compton scattering	European Physical Journal A	46	249-269	2010		10.1140/epja/i2010-11037-6		
Journal article		ILL10HA7022	France (not ILL)			Habfast C.		The DESY Golden jubilee in Hamburg: Lessons from the past	Physics in Perspective	12	219-230	2010		10.1007/s00016-010-0020-y		
Journal article		ILL11HA7004	UK			Harding M.M., Nowicki M.W., Walkinshaw M.D.		Metals in protein structures: A review of their principal features	Crystallography Reviews	16	247-302	2010		10.1080/0889311X.2010.485616		
Journal article		ILL10HA7002	Germany			Hasselbach F.		Progress in electron- and ion-interferometry	Reports on Progress in Physics	73	016101-1-016101-43	2010		10.1088/0034-4885/73/1/016101		
Journal article		ILL10HI7025	Germany			Hiebel S., Grosmann T., Kiselev D., Schmiedeskamp J., Gusev Y., Heil W., Karpuk S., Krimmer J., Otten E.W., Salhi Z.		Magnetized boxes for housing polarized spins in homogeneous fields	Journal of Magnetic Resonance	204	37-49	2010		10.1016/j.jmr.2010.01.017		
Journal article		ILL10KI7029	Switzerland			Kirch K., Lauss B., Schmidt-Wellenburg P., Zsigmond G.		Ultracold neutrons -Physics and production	Nuclear Physics News	20	17-23	2010		10.1080/10619121003626724		
Journal article		ILL10KI7019	USA/Germany			Kirscher J., Grieshammer H.W., Shukla D., Hofmann H.M.		Universal correlations in pion-less EFT with the resonating group method: Three and four nucleons	European Physical Journal A	44	239-256	2010		10.1140/epja/i2010-10939-5		
Journal article		ILL10KL7046	Italy			Klin P., Priolo E., Seriani G.		Numerical simulation of seismic wave propagation in realistic 3-D geo-models with a Fourier pseudo-spectral method	Geophysical Journal International	183	905-922	2010		10.1111/j.1365-246X.2010.04763.x		
Journal article		ILL10LA7053	France (not ILL)			Lacoste V.		Review of radiation sources, calibration facilities and simulated workplace fields	Radiation Measurements	45	1083-1089	2010		10.1016/j.radmeas.2010.05.036		
Journal article		ILL10MA7031	UK			Majkrzak C.F., Penfold J.		The origins of neutron reflectometry	Neutron News	21	46-50	2010		10.1080/10448630903409483		
Journal article		ILL10MC7048	USA/France (not ILL)			McKenna G.B.		Ten (or more) years of dynamics in confinement: Perspectives for 2010	European Physical Journal Special Topics	189	285-302	2010		10.1140/epjst/e2010-01334-8		
Journal article		ILL10ME7032	Switzerland			Mesot J., Zheludev A.		Growing up with neutron news: Personal views of two ?younger? neutron scatterers	Neutron News	21	18-20	2010		10.1080/10448630903409301		
Journal article		ILL10MI7024	France (not ILL)/Switzerland			Michel-Sendis F., Chabod S., Letourneau A., Panebianco S., Zanini L.		Neutronic performance of the MEGAPIE spallation target under high power proton beam	Nuclear Instruments and Methods in Physics Research B	268	2257-2271	2010		10.1016/j.nimb.2010.03.024		
Journal article		ILL10NG7020	USA/Italy/Japan/India	IN10/IN13/IN6	Soft Matter	Ngai K.L., Capaccioli S., Thayyil M.S., Shinyashiki N.		Resolution of problems in soft matter dynamics by combining calorimetry and other spectroscopies	Journal of Thermal Analysis and Calorimetry	99	123-138	2010		10.1007/s10973-009-0500-y		
Journal article		ILL10NO7016	France (not ILL)			Noguere G.		Neutron average cross sections of 237Np	Physical Review C	81	044607-1-044607-13	2010		10.1103/PhysRevC.81.044607		
Journal article		ILL10NO7028	Russia			Novopol'tsev M.I., Pokotilovski Y.N.		Correlation time-of-flight spectrometry of ultracold neutrons	Instruments and Experimental Techniques	53	635-643	2010		10.1134/S0020441210050039		
Article from Conference in a Journal		ILL11OB7018	Belgium/Hungary/Sweden/Spain/Germany			Oberstedt S., Belgya T., Billnert R., Borcea R., Cano-Ott D., Gook A., Hambsch F.J., Karlsson J., Kis Z., Martínez T., Oberstedt A., Szentmiklósi L., Takac K.		Correlation measurements of fission-fragment properties	EPJ Web of Conferences	8	03005-p1-03005-p9	2010		10.1051/epjconf/20100803005		
Journal article		ILL10OL7035	France (ILL)			Ollivier J., Mutka H.		Trends in cold neutron time-of-flight spectroscopy	Neutron News	21	10	2010		10.1080/10448631003689339		
Journal article		ILL10PU7034	Spain	D1B/D15		Puente Orench I., Rodríguez-Velamazán J.A., Campo J.		The Spanish CRG instruments at ILL: Historical perspective and future developments	Neutron News	21	20-23	2010		10.1080/10448632.2010.502851		
Article from Conference in a Journal		ILL10PU7044	Indonesia/Korea			Putra E.G.R., Bharoto, Seong B.S.		Recent development of a 36 meter small-angle neutron scattering BATAN spectrometer (SMARTer) in Serpong Indonesia	Journal of Physics : Conference Series	247	012010-1-012010-7	2010		10.1088/1742-6596/247/1/012010		
Journal article		ILL10SA7050	Spain			Saéz-Puche R., Rabie M.G., Romero de Paz J., Gallardo-Amores J.M., Climent-Pascual E.		High-pressure scheelite-type polymorph of SmCrO4: Synthesis, structural characterization and magnetic properties	Journal of Rare Earths	28	936-939	2010		10.1016/S1002-0721(09)60218-0		
Journal article		ILL10SC7030	USA			Schoenborn B.P.		A history of neutrons in biology: The development of neutron protein crystallography at BNL and LANL	Acta Crystallographica D	66	1262-1268	2010		10.1107/S0907444910023140		
Journal article		ILL10SH7023	USA			Shore A., Fritsch A., Ginepro J.Q., Heim M., Schuh A., Thoennessen M.		Discovery of the barium isotopes	Atomic Data and Nuclear Data Tables	96	749-758	2010		10.1016/j.adt.2010.06.001		
Journal article		ILL10SI7017	France (not ILL)			Siria A., Huant S., Auvert G., Comin F., Chevrier J.		A scheme for solving the plane?plane challenge in force measurements at the nanoscale	Nanoscale Research Letters	5	1360-1365	2010		10.1007/s11671-010-9633-y		
Journal article		ILL10TA7036	Japan		Applied Physics, Instrumentation and Techniques	Tanaka I., Kusaka K., Hosoya T., Niimura N., Ohhara T., Kurihara K., Yamada T., Ohnishi Y., Tomoyori K., Yokoyama T.		Neutron structure analysis using the IBARAKI biological crystal diffractometer (iBIX) at J-PARC	Acta Crystallographica D	66	1194-1197	2010		10.1107/S0907444910033020		
Journal article		ILL10TE7014	Italy/France (not ILL)/USA			Tedesco C., Erra L., Brunelli M., Cipolletti V., Gaeta C., Fitch A.N., Atwood J.L., Neri P.		Methane adsorption in a supramolecular organic zeolite	Chemistry - A European Journal	16	2371-2374	2010		10.1002/chem.200903218		
Journal article		ILL10VA7045	Germany			Van Opdenbosch D., Kostova M.H., Gruber S., Krolikowski S., Greil P., Zollfrank C.		Replication of wood into biomorphous nanocrystalline Y2O3:Eu3+ phosphor materials	Wood Science and Technology	44	547-560	2010		10.1007/s00226-010-0375-x		
Journal article		ILL10VE7047	Russia			Vesna V.A., Gledenov Y.M., Sedyshev P.V., Shul'gina E.V.		New version of the integrated method for measuring small effects in experiments on beams extracted from a nuclear reactor at the effect sign switching frequency above the fundamental frequencies of the reactor power fluctuation spectrum	Technical Physics	55	1687-1695	2010	3-07-223_refused, 3-07-206_refused, 3-07-227, 3-07-218_refused, 3-07-232_refused, TEST-1323, 3-07-175_refused, 3-07-237, 3-07-184, 3-07-195, 3-07-209_refused	10.1134/S1063784210110216		
Article from Conference in a Book		ILL10ZO7063	France (not ILL)	IN11/IN6	Soft Matter	Zorn R.		Dynamique et matière molle	Collection SFN	11	101-126	2010		10.1051/sfn/201011007		
Journal article		ILL10AL7051	Germany/South Africa/France (ILL)/UK			Altenkirch J., Steuwer A., Peel M.J., Withers P.J.		The extent of relaxation of weld residual stresses on cutting out cross-weld test-pieces	Powder Diffraction	24	S31-S36	2009		10.1154/1.3152580		
Book chapter		ILL09AL7040	France (not ILL)			Altschuh D., Ricard-Blum S., Ball V., Gailler M., Schaaf P., Senger B., Desbat B., Lavalle P., Legrand J.F.		Surface methods						10.1007/978-3-540-88633-4_9		
Journal article		ILL09AL7046	Saoudi Arabia			Al-Heniti S.H.		Kinetic study of non-isothermal crystallization in Fe78Si9B13 metallic glass	Journal of Alloys and Compounds	484	177-184	2009		10.1016/j.jallcom.2009.05.076		
Book chapter		ILL09AR7034	USA			Arai M., Crawford K.		Neutron sources and facilities						10.1007/978-0-387-78693-3_2		
Journal article		ILL10BA7007	Poland/Switzerland/France (not ILL)/Belgium			Ban G., Bialek A., Bodek K., Bozek J., Gorel P., Kirch K., Kistryn S., Kozela A., Kuzniak M., Naviliat-Cuncic O., Pulut J., Severijns N., Stephan E., Zejma J.		Measurement of the transverse polarization of electrons emitted in neutron decay: A search for weak exotic couplings	Nuclear Instruments and Methods in Physics Research A	611	198-202	2009		10.1016/j.nima.2009.07.094		
Journal article		ILL09BE7029	Switzerland			Bertsch J., Goeltl L., Kirch K., Lauss B., Zubler R.		Neutron radiation hardness of vacuum compatible two-component adhesives	Nuclear Instruments and Methods in Physics Research A	602	552-556	2009		10.1016/j.nima.2009.01.020		
Article from Conference in a Journal		ILL09CH7038	USA			Chupp T.		Nuclear and atomic electric dipole moments	Nuclear Physics A	827	428c-435c	2009		10.1016/j.nuclphysa.2009.05.094		
Journal article		ILL22EC7087	Germany			Eckold G., Gibhardt H., Caspary D., Elter P., Elisbihani K.		Stroboscopic neutron diffraction from spatially modulated systems	Zeitschrift für Kristallographie - Crystalline Materials	218	144-153	2009		10.1524/zkri.218.2.144.20670		
Journal article		ILL09FR7042	Germany			Frahm R.		Science with gamma rays	Synchrotron Radiation News	22	2	2009		10.1080/08940880902959726		
Journal article		ILL09FU7032	Japan/USA			Fukazawa H., Hoshikawa A., Chakoumakos B.C., Fernandez-Baca J.A.		Existence of ferroelectric ice on planets—A neutron diffraction study	Nuclear Instruments and Methods in Physics Research A	600	279-281	2009		10.1016/j.nima.2008.11.044		
Journal article		ILL09GA7045	Spain/UK			García Sakai V., Arbe A.		Quasielastic neutron scattering in soft matter.	Current Opinion in Colloid & Interface Science	14	381-390	2009		10.1016/j.cocis.2009.04.002		
Journal article		ILL10GL7004	Germany			Gläser M., Borys M.		Precision mass measurements	Reports on Progress in Physics	72	126101-1-126101-32	2009		10.1088/0034-4885/72/12/126101		
Journal article		ILL09GR7037	Canada			Griffin A.		New light on the intriguing history of superfluidity in liquid 4He	Journal of Physics Condensed Matter	21	164220-1-164220-9	2009		10.1088/0953-8984/21/16/164220		
Article from Conference in a Journal		ILL09HA7050	Austria		Nuclear and Particle Physics	Hasegawa Y., Badurek G., Filipp S., Klepp J., Loidl R., Sponar S., Rauch H.		Entanglement between degrees of freedom of single neutrons	Nuclear Instruments and Methods in Physics Research A	611	310-313	2009		10.1016/j.nima.2009.07.060		
Journal article		ILL09HA7028	Iran			Hashemi-Tilehnoee M., Hadad K.		Optimizing the performance of a neutron detector in the power monitoring channel of Tehran Research Reactor (TRR)	Nuclear Enginneering and Design	239	1260-1266	2009		10.1016/j.nucengdes.2009.03.011		
Journal article		ILL10HU7011	USA			Huber M.G., Wietfeldt F.E., Gentile T.R., Chen W.C., Arif M., Hussey D.A., Pushin D.A., Yang L., Black T.		Precision measurement of the neutron-3He spin-dependent scattering length using neutron interferometry	Nuclear Instruments and Methods in Physics Research A	611	235-238	2009		10.1016/j.nima.2009.07.062		
Journal article		ILL10HU7005	Germany			Hutanu V., Janoschek M., Meven M., Böni P., Heger G.		MuPAD: Test at the hot single-crystal diffractometer HEiDi at FRM II	Nuclear Instruments and Methods in Physics Research A	612	155-160	2009		10.1016/j.nima.2009.09.126		
Journal article		ILL09KL7033	France (not ILL)			Klotz S., Chervin J.C., Munsch P., Le Marchand G.		Hydrostatic limits of 11 pressure transmitting media	Journal of Physics D	42	075413-1-075413-7	2009		10.1088/0022-3727/42/7/075413		
Journal article		ILL09KO7031	USA			Koetzle T.F., Piccoli P.M.B., Schultz A.J.		Single-crystal neutron diffraction studies of hydrogen-bonded systems: Two recent examples from IPNS	Nuclear Instruments and Methods in Physics Research A	600	260-262	2009		10.1016/j.nima.2008.11.126		
Journal article		ILL09LA7043	USA			Lamoreaux S.K., Golub R.		Experimental searches for the neutron electric dipole moment	Journal of Physics G: Nuclear and Particle Physics	36	104002-1-104002-37	2009		10.1088/0954-3899/36/10/104002		
Journal article		ILL09LE7027	Germany/Sweden/Switzerland/UK	SALSA	Applied Physics, Instrumentation and Techniques	Lehmann E.H., Frei G., Vontobel P., Josic L., Kardjilov N., Hilger A., Kockelmann W., Steuwer A.		The energy-selective option in neutron imaging	Nuclear Instruments and Methods in Physics Research A	603	429-438	2009		10.1016/j.nima.2009.02.034		
Journal article		ILL09LO7044	France (not ILL)/UK			Loveday J.S., Nelmes R.J., Klotz S.		Neutron diffraction studies of molecular systems	High Pressure Research	29	118-124	2009		10.1080/08957950802587784		
Journal article		ILL10MA7008	Germany			Materne S., Picker R., Altarev I., Angerer H., Franke B., Gutsmiedl E., Hartmann F.J., Müller A.R., Paul S., Stoepler R.		PENeLOPE-on the way towards a new neutron lifetime experiment with magnetic storage of ultra-cold neutrons and proton extraction	Nuclear Instruments and Methods in Physics Research A	611	176-180	2009		10.1016/j.nima.2009.07.055		
Book chapter		ILL15ME7005	USA	LADI-I/LADI-III	Biology	Meilleur F., Weiss K.L., Myles D.A.A.		Deuterium labeling for neutron structure-function-dynamics analysis	Methods in Molecular Biology	544	281-292	2009		10.1007/978-1-59745-483-4_18		
Journal article		ILL09MO7030	USA			Mooers B.H.M.			Methods	47	168-176	2009				
Journal article		ILL09MO7048	USA			Mooers B.H.M.		Crystallographic studies of DNA and RNA	Methods	47	168-176	2009		10.1016/j.ymeth.2008.09.006		
Journal article		ILL10PA7009	Germany			Paul S.		The puzzle of neutron lifetime	Nuclear Instruments and Methods in Physics Research A	611	157-166	2009		10.1016/j.nima.2009.07.095		
Journal article		ILL09PU7047	Indonesia			Putra E.G.R., Bharoto B., Santoso E., Ikram A.		Improved performances of 36 m small-angle neutron scattering spectrometer BATAN in Serpong Indonesia	Nuclear Instruments and Methods in Physics Research A	600	198-202	2009		10.1016/j.nima.2008.11.129		
Journal article		ILL09PU7025	Indonesia			Putra E.G.R., Ikram A.		A 36 m SANS BATAN spectrometer (SMARTer): Probing n-dodecyl-?-d-maltoside micelles structures by a contrast variation	Nuclear Instruments and Methods in Physics Research A	600	288-290	2009		10.1016/j.nima.2008.11.046		
Book chapter		ILL09PY7008	USA			Pynn R.		Neutron scattering—A non-destructive microscope for seeing inside matter						10.1007/978-0-387-09416-8_2		
Journal article		ILL10RA7006	USA			Ramsey-Musolf M.J.		Neutrons and the new Standard Model	Nuclear Instruments and Methods in Physics Research A	611	111-116	2009		10.1016/j.nima.2009.07.043		
Journal article		ILL09SE7035	Russia			Serebrov A.P.		Basic research into ultracold neutrons	Herald of the Russian Academy of Sciences	79	14-24	2009		10.1134/S1019331609010031		
Journal article		ILL10SE7012	Russia			Serebrov A.P., Mityukhlyaev V.A., Zakharov A.A., Erykalov A.N., Onegin M.S., Fomin A.K., Ilatovskiy V.A., Orlov S.P., Konoplev K.A., Krivshitch A.G., Samsonov V.M., Ezhov V.F., Fedorov V.V., Keshyshev K.O., Boldarev S.T., Marchenko V.I.		Preparation of facilities for fundamental research with ultracold neutrons at PNPI	Nuclear Instruments and Methods in Physics Research A	611	276-279	2009		10.1016/j.nima.2009.07.078		
Article from Conference in a Journal		ILL09SO7024	China/France (not ILL)			Soubeyroux J.L., Blandin J.J., Mei J.N.		Microstructure evolution upon devitrification and crystallization studies of Ti-Hf-Zr-Cu-Ni-Sn-Si glassy alloy	Journal of Physics : Conference Series	144	012046-1-012046-5	2009		10.1088/1742-6596/144/1/012046		
Journal article		ILL10ST7003	Germany			Strobl M., Manke I., Kardjilov N., Hilger A., Dawson M., Banhart J.		Advances in neutron radiography and tomography	Journal of Physics D	42	243001-1-243001-21	2009		10.1088/0022-3727/42/24/243001		
Journal article		ILL09VA7036	Hungary			Várkonyi Z., Nagy G., Lambrev P.H., Kiss Á.Z., Székely N., Rosta L., Garab G.		Effect of phosphorylation on the thermal and light stability of the thylakoid membranes	Photosynthesis Research	99	161-171	2009		10.1007/s11120-008-9386-y		
Journal article		ILL09WA7026	Switzerland			Wagner W., Seidel M., Morenzoni E., Groeschel F., Wohlmuther M., Daum M.		PSI status 2008—Developments at the 590 MeV proton accelerator facility	Nuclear Instruments and Methods in Physics Research A	600	5-7	2009		10.1016/j.nima.2008.11.018		
Book chapter		ILL09WI7020	Sweden/UK			Willis B.T.M., Carlile C.J.		Coherent inelastic scattering from single crystals: Study of phonons and magnons								
Book chapter		ILL09WI7021	Sweden/UK			Willis B.T.M., Carlile C.J.		Inelastic neutron scattering spectroscopy								
Book chapter		ILL09WI7012	Sweden/UK			Willis B.T.M., Carlile C.J.		Instrument components								
Book chapter		ILL09WI7023	Sweden/UK			Willis B.T.M., Carlile C.J.		Liquids, glasses and amorphous materials								
Book chapter		ILL09WI7011	Sweden/UK			Willis B.T.M., Carlile C.J.		Neutron detection								
Book chapter		ILL09WI7018	Sweden/UK			Willis B.T.M., Carlile C.J.		Neutron optics								
Book chapter		ILL09WI7019	Sweden/UK			Willis B.T.M., Carlile C.J.		Neutron reflectivity								
Book chapter		ILL09WI7009	Sweden/UK			Willis B.T.M., Carlile C.J.		Over 70 years of neutron scattering								
Book chapter		ILL09WI7016	Sweden/UK			Willis B.T.M., Carlile C.J.		Polarized neutrons and magnetic neutron diffraction								
Book chapter		ILL09WI7022	Sweden/UK			Willis B.T.M., Carlile C.J.		Quasi-elastic scattering and high-resolution spectroscopy								
Book chapter		ILL09WI7013	Sweden/UK			Willis B.T.M., Carlile C.J.		Sample preparation, sample environment and radiological safety								
Book chapter		ILL09WI7014	Sweden/UK			Willis B.T.M., Carlile C.J.		Single crystal diffraction								
Book chapter		ILL09WI7017	Sweden/UK			Willis B.T.M., Carlile C.J.		Small-angle neutron scattering								
Book chapter		ILL09WI7015	Sweden/UK			Willis B.T.M., Carlile C.J.		The powder diffraction method								
Book chapter		ILL09WI7010	Sweden/UK			Willis B.T.M., Carlile C.J.		The production of neutrons								
Journal article		ILL10YO7010	USA			Young A., Wehring B., Hawari A., Serebrov A., Kozlov A., Ganezer K., Hartfield B., Hill J., Flanagan G., Johnson J.R., Mays G., Dodds H., Efremenko Y., Greene G., Kamyshkov Y., Liu C.Y., Snow W.M., Pokotolovskii Y., Mohapathra R., Ito T., Bugg W., Shimizu H., Mumm P., Nico J.		Toward an improved search for neutron?antineutron oscillations	Nuclear Instruments and Methods in Physics Research A	611	144-148	2009		10.1016/j.nima.2009.07.049		
Journal article		ILL10YO7013	USA			Young A.R.		A biased and personal overview	Nuclear Instruments and Methods in Physics Research A	611	331-333	2009		10.1016/j.nima.2009.07.080		
Journal article		ILL22YV7071	Switzerland			Yvon K.		Hydrogen in novel solid-state metal hydrides	Zeitschrift für Kristallographie - Crystalline Materials	218	108-116	2009		10.1524/zkri.218.2.108.20672		
Book chapter		ILL08BA7033				Banhart J.		Facilities for tomography								
Journal article		ILL08BA7029	Italy			Bartoli L., Aliotta F., Grazzi F., Salvato G., Vasi C.S., Zoppi M.		Test measurements with a new neutron imaging alignment camera at ISIS	Nuclear Instruments and Methods in Physics Research A	595	643-646	2008		10.1016/j.nima.2008.07.141		
Book chapter		ILL09BE7041	Portugal/USA			Bertolami O., Páramos J., Turyshev S.G.			Astrophysics and Space Science Library	349	27-74	2008		10.1007/978-3-540-34377-6		
Article from Conference in a Book		ILL09BO7006	France (not ILL)	D4	Crystallography	Bordet P.		Étude de la structure locale par la fonction de distribution de paires	Collection SFN	9	139-147	2008		10.1051/sfn:2008010		
Journal article		ILL08CR7003	Canada/UK			Cranswick L.M.D., Bisson W., Cockcroft J.K.		Nexus, crystallographic computing all around the world	Acta Crystallographica A	64	214-217	2008		10.1107/S0108767307040573		
Book chapter		ILL08HE7026	USA			Heeger K.M.		Neutrino oscillation physics with KamLAND: Reactor antineutrinos and beyond								
Article from Conference in a Book		ILL09HE7007	Germany			Heger G.		Introduction à l'interaction rayonnement matière	Collection SFN	9	19-33	2008		10.1051/sfn:2008003		
Journal article		ILL08HE7022	Norway			Helgesen G., Svåsand E., Skjeltorp A.T.		Nanoparticle induced self-assembly	Journal of Physics Condensed Matter	20	204127-1-204127-6	2008		10.1088/0953-8984/20/20/204127		
Journal article		ILL08HE7039	Finland/UK		8 Nuclear and Particle Physics	Herzberg R.D., Greenless P.T.		In-beam and decay spectroscopy of transfermium nuclei	Progress in Particle and Nuclear Physics	61	674-720	2008		10.1016/j.ppnp.2008.05.003		
Book chapter		ILL09HU7039	USA			Hudson B.S.		Vibrational spectroscopy via inelastic neutron scattering						10.1016/B978-0-444-53175-9.00017-9		
Non-refereed Journal		ILL08IL7036				ILL		Neutrons for Europe planning for research success	The Parliament Magazine's Research Review	7		2008				
Article from Conference in a Book		ILL09IS7051	France (not ILL)	D1B/D20/VIVALDI	Crystallography	Isnard O.		Études structurales par diffraction neutronique in situ et ou en temps réel	Collection SFN	9	35-47	2008		10.1051/sfn:2008004		
Article from Conference in a Journal		ILL07KA7041	USA			Kanatzidis M.G., Poeppelmeier K.R.		Report from the third workshop on future directions of solid-state chemistry: The status of solid-state chemistry and its impact in the physical sciences	Progress in Solid State Chemistry	36	1-133	2008		10.1016/j.progsolidstchem.2007.02.002		
Article from Conference in a Journal		ILL09KR7003	USA			Krawitz A.		The early history of neutron stress measurements	Materials Science Forum	571-572	3-11	2008				
Journal article		ILL08KR7030	Germany/UK			Krzystyniak M., Chatzidimitriou-Dreismann C.A.		Asymptotic properties of the scattering function in neutron Compton scattering, I: Constant scattering angle vs. constant momentum transfer scan	Physica B	403	3443-3451	2008		10.1016/j.physb.2008.05.016		
Journal article		ILL08LA7020	France (not ILL)/Switzerland			Lacave C., Bard P.Y., Kham M., Koller M.G.		2D equivalent linear site effect simulation: Example applications to two deep valleys	Bulletin of Earthquake Engineering	6	197-211	2008		10.1007/s10518-007-9054-1		
Book chapter		ILL08LE7032				Lehmann E., Kardjilov N.		Neutron absorption tomography								
