"sep=	"
Document type	Open Access	Number	Authors countries	Instrument	Domain	Authors	ILL Authors	Titre	Journal title	Volume	Pages	Year	Proposal number	DOI	WOS Number	DOI added
Journal article	OA	ILL23AU6047	Switzerland/Germany/USA/Belgium/France (ILL)		Applied Physics, Instrumentation and Techniques	Au M., Athanasakis-Kaklamanakis M., Nies L., Ballof J., Berger R., Chrysalidis K., Fischer P., Heinke R., Johnson J., Köster U., Leimbach D., Marsh B., Mougeot M., Reich B., Reilly J., Reis E., Schlaich M., Schweiger C., Schweikhard L., Stegemann S., Wessolek J., Wienholtz F., Wilkins S.G., Wojtaczka W., Düllmann C.E., Rothe S.	Köster U.	In-source and in-trap formation of molecular ions in the actinide mass range at CERN-ISOLDE	Nuclear Instruments and Methods in Physics Research B	541	375-379	2023		10.1016/j.nimb.2023.05.015		
Journal article	OA	ILL23AU6049	Belgium/France (ILL)/Germany/Switzerland/Finland		Nuclear and Particle Physics	Au M., Athanasakis-Kaklamanakis M., Nies L., Heinke R., Chrysalidis K., Köster U., Kunz P., Marsh B., Mougeot M., Schweikhard L., Stegemann S., Vila Gracia Y., Düllmann C.E., Rothe S.	Köster U.	Production of neptunium and plutonium nuclides from uranium carbide using 1.4-GeV protons	Physical Review C	107	064604-1-064604-12	2023		10.1103/PhysRevC.107.064604		
Journal article	OA	ILL23AY6087	France (ILL)/France (not ILL)/Switzerland/Poland/USA/UK/Belgium/Germany/Japan		Nuclear and Particle Physics	Ayres N.J., Bison G., Bodek K., Bondar V., Bouillaud T., Chanel E., Chiu P.J., Clément B., Crawford C.B., Daum M., Doorenbos C.B., Emmenegger S., Fertl M., Flaux P., Griffith W.C., Harris P.G., Hild N., Kasprzak M., Kirch K., Kletzl V., Koss P.A., Krempel J., Lauss B., Lefort T., Mohanmurthy P., Naviliat-Cuncic O., Pais D., Piegsa F.M., Pignol G., Rawlik M., Rienäcker I., Ries D., Roccia S., Rozpedzik D., Schmidt-Wellenburg P., Severijns N., Shen B., Svirina K., Tavakoli Dinani R., Thorne J.A., Touati S., Weis A., Wursten E., Yazdandoost N., Zejma J., Ziehl N., Zsigmond G.	Chanel E.	Search for an interaction mediated by axion-like particles with ultracold neutrons at the PSI	New Journal of Physics	25	103012-1-103012-16	2023		10.1088/1367-2630/acfdc3		
Journal article	OA	ILL23BA6050	Germany/France (ILL)/UK		Biology	Baer A., Hoffmann I., Mahmoudi N., Poulhazan A., Harrington M.J., Mayer G., Schmidt S., Schneck E.		The internal structure of the velvet worm projectile slime: A small?angle scattering study	Small	19	2300516-1-2300516-12	2023		10.1002/smll.202300516		
Journal article		ILL23BA6056	France (ILL)/Italy/Switzerland/UK/USA		Soft Matter	Barletti B., Lucchesi G., Muscat S., Errico S., Barbut D., Danani A., Zasloff M., Grasso G., Chiti F., Caminati G.	Barletti B.	Reorganization of the outer layer of a model of the plasma membrane induced by a neuroprotective aminosterol	Colloids and Surfaces B	222	113115-1-113115-12	2023		10.1016/j.colsurfb.2022.113115		
Journal article		ILL23BE6028	France (ILL)/France (not ILL)		Crystallography and Chemistry	Beauvois A., Vantelon D., Jestin J., Dupont A., Briois V., Paineau E., Bizien T., Pradel A., Davranche M.	Jestin J.	Aluminum-induced colloidal destabilization of iron-organic matter nanoaggregates	Geochimica et Cosmochimica Acta	344	1-11	2023		10.1016/j.gca.2023.01.005		
Journal article		ILL23BO6030	Italy/USA/Switzerland/France (ILL)		Nuclear and Particle Physics	Borghesi M., Alpert B., Balata M., Becker D., Bennet D., Celasco E., Cerboni N., De Gerone M., Dressler R., Faverzani M., Fedkevych M., Ferri E., Fowler J., Gallucci G., Gard J., Gatti F., Giachero A., Hilton G., Köster U., Labranca D., Lusignoli M., Mates J., Maugeri E., Nisi S., Nucciotti A., Origo L., Pessina G., Ragazzi S., Reintsema C., Schmidt D., Schumann D., Swetz D., Ullom J., Vale L.	Köster U.	An updated overview of the HOLMES status	Nuclear Instruments and Methods in Physics Research A	1051	168205-1-168205-3	2023		10.1016/j.nima.2023.168205		
Journal article		ILL23BR6089	China/Japan/UK/Romania/Germany/France (ILL)/France (not ILL)/Bulgaria/USA/Spain/Italy		Nuclear and Particle Physics	Browne F., Bruce A.M., Sumikama T., Nishizuka I., Nishimura S., Doornenbal P., Li J.G., Lorusso G., Söderström P.A., Walker P.M., Watanabe H., Xu F.R., Daido R., Patel Z., Rice S., Sinclair L., Wu J., Xu Z.Y., Yagi A., Baba H., Chiga N., Carroll R., Didierjean F., Fang Y., Fukuda N., Gey G., Ideguchi E., Inabe N., Isobe T., Kameda D., Kojouharov I., Kurz N., Kubo T., Lalkovski S., Li Z., Lozeva R., Nishibata N., Odahara A., Podolyák Z., Regan P.H., Roberts O.J., Sakurai H., Schaffner H., Simpson G.S., Suzuki H., Takeda H., Tanaka M., Taprogge J., Werner V., Wieland O.	Gey G.	Interpretation of metastable states in the N>70Zr region	European Physical Journal A	59	199-1-199-12	2023		10.1140/epja/s10050-023-01103-7		
Journal article		ILL23BU6007	Germany/France (not ILL)/France (ILL)		Materials Science and Engineering	Buljac A., Kong X., Helfen L., Hild F., Morgeneyer T.F.	Helfen L.	Shear loading dominated damage mechanisms and strain localization studied by in situ 3D laminography imaging and Digital Volume Correlation for AA2198-T8	Mechanics of Materials	178	104558-1-104558-14	2023		10.1016/j.mechmat.2023.104558		
Journal article	OA	ILL23CA6044	France (ILL)/UK/Spain/Hungary		Soft Matter	Carrascosa-Tejedor J., Minarro L.M., Efstratiou M., Varga I., Skoda M.W.A., Gutfreund P., Maestro A., Lawrence M.J., Campbell R.A.	Carrascosa-Tejedor J./Minarro L.M./Gutfreund P.	Control of the structure and morphology of polypeptide/surfactant spread films by exploiting specific interactions	Nanoscale	15	11141-11154	2023		10.1039/D2NR07164A		
Journal article	OA	ILL23CH6040	France (ILL)/USA/UK		Magnetic Excitations	Chan E., Lane H., Pasztorova J., Songvilay M., Johnson R.D., Downie R., Bos J.W.G., Rodriguez-Rivera J.A., Cheong S.W., Ewings R.A., Qureshi N., Stock C.	Chan E./Qureshi N.	Neutron scattering sum rules, symmetric exchanges, and helicoidal magnetism in MnSb2O6	Physical Review B	107	144420-1-144420-21	2023		10.1103/PhysRevB.107.144420		
Journal article	OA	ILL23CI6060	France (ILL)/France (not ILL)/Austria/Mali/UK		Biology	Cisse A., Desfosses A., Stainer S., Kandiah E., Traore D.A.K., Bezault A., Schachner-Nedherer A.L., Leitinger G., Hoerl G., Hinterdorfer P., Gutsche I., Prassl R., Peters J., Kornmueller K.	Cisse A./Traore D.A.K./Peters J.	Targeting structural flexibility in low density lipoprotein by integrating cryo-electron microscopy and high-speed atomic force microscopy	International Journal of Biological Macromolecules	252	126345-1-126345-14	2023		10.1016/j.ijbiomac.2023.126345		
Journal article		ILL23CL6010	France (ILL)/France (not ILL)/Switzerland/Poland/Italy/UK/Sweden/Spain/Germany/Turkey/USA/Hungary		Nuclear and Particle Physics	Clément E., Lemasson A., Rejmund M., Jacquot B., Ralet D., Michelagnoli C., Barrientos D., Bednarczyk P., Benzoni G., Boston A.J., Bracco A., Cederwall B., Ciemala M., Collado J., Crespi F., Domingo-Pardo C., Dudouet J., Eberth H.J., de France G., Gadea A., Gonzalez V., Gottardo A., Harkness L., Hess H., Jungclaus A., Kaskas A., Korten W., Lenzi S.M., Leoni S., Ljungvall J., Menegazzo R., Mengoni D., Million B., Napoli D.R., Nyberg J., Podolyák Z., Pullia A., Quintana Arnes B., Recchia F., Redon N., Reiter P., Salsac M.D., Sanchis E., Senyigit M., Siciliano M., Sohler D., Stezowski O., Theisen C., Valiente Dobon J.?J.	Michelagnoli C.	Spectroscopic quadrupole moments in 124Xe	Physical Review C	107	014324-1-014324-8	2023		10.1103/PhysRevC.107.014324		
Journal article	OA	ILL23CO6003	France (ILL)/France (not ILL)/Japan		Crystallography and Chemistry	Collet E., Azzolina G., Jeftic J., Lemée-Cailleau M.H.	Lemée-Cailleau M.H.	Coupled spin cross-over and ferroelasticity: Revisiting the prototype [Fe(ptz)6](BF4)2 material	Advances in Physics: X	8	2161936-1-2161936-20	2023		10.1080/23746149.2022.2161936		
Journal article	OA	ILL23CO6074	UK/France (ILL)/Belgium/Switzerland		Nuclear and Particle Physics	Collins S.M., Köster U., Robinson A.P., Ivanov P., Cocolios T.E., Russell B., Fenwick A.J., Bernerd C., Stegemann S., Johnston K., Gerami A.M., Chrysalidis K., Mohamud H., Ramirez N., Bhaisare A., Mewburn-Crook J., Cullen D.M., Pietras B., Pells S., Dockx K., Stucki N., Regan P.H.	Köster U.	Determination of the Terbium-152 half-life from mass-separated samples from CERN-ISOLDE and assessment of the radionuclide purity	Applied Radiation and Isotopes	202	111044-1-111044-16	2023		10.1016/j.apradiso.2023.111044		
Journal article		ILL23DA6035	France (ILL)/France (not ILL)		Medicine	D'Angelo A., Paineau E., Rouzière S., Elkaïm E., Goldmann C., Toquer D., Rols S., Launois P.	D'Angelo A./Rols S.	The atomic structure of imogolite nanotubes: A 50 years old issue reinvestigated by X-ray scattering experiments and molecular dynamics simulations	Applied Clay Science	242	107043-1-107043-10	2023		10.1016/j.clay.2023.107043		
Journal article		ILL24DE6009	France (ILL)/Italy/USA		Liquids and Glasses	De Francesco A., Formisano F., Scaccia L., Guarini E., Bafile U., González M.A., Alatas A., Lynch S.T., Cunsolo A.	De Francesco A./González M.A.	Fingerprints of hydrogen bonding in the terahertz dynamics of ethanol and water: An inelastic X-ray scattering study	Journal of Chemical Physics	159	244501-1-244501-10	2023		10.1063/5.0180961		
Journal article	OA	ILL23DE6017	France (ILL)/France (not ILL)/Italy/USA		Spectroscopy in Solid State Physics and Chemistry	De Francesco A., Scaccia L., Formisano F., Guarini E., Bafile U., Nykypanchuk D., Alatas A., Li M., Lynch S.T., Cunsolo A.	De Francesco A.	The effect of embedded nanoparticles on the phonon spectrum of ice: An inelastic X-ray scattering study	Nanomaterials	13	918-1-918-12	2023		10.3390/nano13050918		
Article from Conference in a Journal	OA	ILL23DE6018	France (ILL)		Applied Physics, Instrumentation and Techniques	Dewhurst C., Meyer A.		Endurance - Modernisation of the instrumentation suite at the Institut Laue-Langevin	EPJ Web of Conferences	286	01001-1-01001-8	2023		10.1051/epjconf/202328601001		
Journal article	OA	ILL23DE6076	France (ILL)		Applied Physics, Instrumentation and Techniques	Dewhurst C.D.		Graphical reduction and analysis small-angle neutron scattering program: GRASP	Journal of Applied Crystallography	56	1595-1609	2023		10.1107/S1600576723007379		
Article from Conference in a Journal	OA	ILL23DO6078	Spain/Switzerland/Poland/Italy/UK/Germany/France (not ILL)/France (ILL)/Romania/Portugal/Croatia/Greece/Austria/Belgium/Japan/Sweden		Nuclear and Particle Physics	Domingo-Pardo C., Aberle O., Alcayne V., Altieri S., Amaducci S., Andrzejewski J., Babiano-Suarez V., Bacak M., Balibrea J., Beltrami C., Bennett S., Bernardes A.P., Berthoumieux E., Beyer R., Boromiza M., Bosnar D., Caamaño M., Calviño F., Calviani M., Cano-Ott D., Casanovas A., Cerutti F., Cescutti G., Chiaveri E., Colombetti P., Colonna N., Console Camprini P., Cortés G., Cortés-Giraldo M.A., Cosentino L., Cristallo S., Dellmann S., Di Castro M., Di Maria S., Diakaki M., Dietz M., Dressler R., Dupont E., Dúran I., Eleme Z., Fargier S., Fernandez B., Fernández-Domínguez B., Finocchiaro P., Fiore S., Garcia-Infantes F., Gawlik-Ramiega A., Gervino G., Gilardoni S., González-Romero E., Guerrero C., Gunsing F., Gustavino C., Heyse J., Hillman W., Jenkins D.G., Jericha E., Junghans A., Kadi Y., Kaperoni K., Kaur G., Kimura A., Knapová I., Köster U., Kokkoris M., Krticka M., Kyritsis N., Ladarescu I., Lederer-Woods C., Lerendegui-Marco J., Lerner G., Manna A., Martínez T., Masi A., Massimi C., Mastinu P., Mastromarco M., Maugeri E.A., Mazzone A., Mendoza E., Mengoni A., Michalopoulou V., Milazzo P.M., Mucciola R., Murtas F., Musacchio-Gonzalez E., Musumarra A., Negret A., Perez de Rada A., Perez-Maroto P., Patronis N., Pavon-Rodriguez J.A., Pellegriti M.G., Perkowski J., Petrone C., Pirovano E., Plaza J., Pomp S., Porras I., Praena J., Quesada J.M., Reifarth R., Rochman D., Romanets Y., Rubbia C., Sánchez A., Sabaté-Gilarte M., Schillebeeckx P., Schumann D., Sekhar A., Smith A.G., Sosnin N.V., Stamati M.E., Sturniolo A., Tagliente G., Tarifeño-Saldivia A., Tarrio D., Torres-Sánchez P., Vagena E., Valenta S., Variale V., Vaz P., Vecchio G., Vescovi D., Vlachoudis V., Vlastou R., Wallner A., Woods P.J., Wright T., Zarrella R., Zugec P.	Köster U.	The neutron time-of-flight facility n_TOF at CERN
Recent facility upgrades and detector developments	Journal of Physics: Conference Series	2586	012150-1-012150-11	2023		10.1088/1742-6596/2586/1/012150		
Journal article	OA	ILL23DO6015	Austria/Belgium/Croatia/Czech Republic/France (ILL)/France (not ILL)/Germany/Greece/Italy/Japan/Poland/Portugal/Romania/Spain/Switzerland/UK		Nuclear and Particle Physics	Domingo-Pardo C., Babiano-Suarez V., Balibrea-Correa J., Caballero L., Ladarescu I., Lerendegui-Marco J., Taín J.L., Tarifeño-Saldivia A., Aberle O., Alcayne V., Altieri S., Amaducci S., Andrzejewski J., Bacak M., Beltrami C., Bennett S., Bernardes A.P., Berthoumieux E., Boromiza M., Bosnar D., Caamaño M., Calviño F., Calviani M., Cano-Ott D., Casanovas A., Cerutti F., Cescutti G., Chasapoglou S., Chiaveri E., Chiera N.M., Colombetti P., Colonna N., Camprini P.C., Cortés G., Cortés-Giraldo M.A., Cosentino L., Cristallo S., Dellmann S., Di Castro M., Di Maria S., Diakaki M., Dietz M., Dressler R., Dupont E., Dúran I., Eleme Z., Fargier S., Fernandez B., Fernández-Domínguez B., Finocchiaro P., Fiore S., Garcia-Infantes F., Gawlik-Ramiega A., Gervino G., Gilardoni S., González-Romero E., Guerrero C., Gunsing F., Gustavino C., Heyse J., Hillman W., Jenkins D.G., Jericha E., Junghans A., Kadi Y., Kaperoni K., Käppeler F., Kaur G., Kimura A., Knapová I., Köster U., Kokkoris M., Krticka M., Kyritsis N., Lederer-Woods C., Lerner G., Manna A., Martínez T., Masi A., Massimi C., Mastinu P., Mastromarco M., Maugeri E.A., Mazzone A., Mendoza E., Mengoni A., Milazzo P.M., Mönch I., Mucciola R., Murtas F., Musacchio-Gonzalez E., Musumarra A., Negret A., Perez de Rada A., Perez-Maroto P., Patronis N., Pavon-Rodriguez J.A., Pellegriti M.G., Perkowski J., Petrone C., Pirovano E., Plaza J., Pomp S., Porras I., Praena J., Quesada J.M., Reifarth R., Rochman D., Romanets Y., Rubbia C., Sánchez A., Sabaté-Gilarte M., Schillebeeckx P., Schumann D., Sekhar A., Smith A.G., Sosnin N.V., Stamati M., Sturniolo A., Tagliente G., Tarrio D., Torres-Sánchez P., Turko J., Urlass S., Vagena E., Valenta S., Variale V., Vaz P., Vecchio G., Vescovi D., Vlachoudis V., Vlastou R., Wallner T., Woods P.J., Wright T., Zarrella R., Zugec P.	Köster U.	Advances and new ideas for neutron-capture astrophysics experiments at CERN n_TOF	European Physical Journal A	59	8-1-8-11	2023		10.1140/epja/s10050-022-00876-7		
Article from Conference in a Journal	OA	ILL23DO6032	Austria/Belgium/Croatia/Czech Republic/France (ILL)/France (not ILL)/Germany/Greece/Italy/Japan/Poland/Portugal/Romania/Spain/Switzerland/UK		Nuclear and Particle Physics	Domingo-Pardo C., Babiano-Suarez V., Balibrea-Correa J., Caballero L., Ladarescu I., Lerendegui-Marco J., Tarifeño-Saldivia A., Aberle O., Alcayne V., Altieri S., Amaducci S., Andrzejewski J., Bacak M., Beltrami C., Bennett S., Bernardes A.P., Berthoumieux E., Beyer R., Boromiza M., Bosnar D., Caamaño M., Calviño F., Calviani M., Cano-Ott D., Casanovas A., Cerutti F., Cescutti G., Chiaveri E., Colombetti P., Colonna N., Console Camprini P., Cortés G., Cortés-Giraldo M.A., Cosentino L., Cristallo S., Dellmann S., Di Castro M., Di Maria S., Diakaki M., Dietz M., Dressler R., Dupont E., Dúran I., Eleme Z., Fargier S., Fernandez B., Fernández-Domínguez B., Finocchiaro P., Fiore S., Garcia-Infantes F., Gawlik-Ramiega A., Gervino G., Gilardoni S., González-Romero E., Guerrero C., Gunsing F., Gustavino C., Heyse J., Hillman W., Jenkins D.G., Jericha E., Junghans A., Kadi Y., Kaperoni K., Kaur G., Kimura A., Knapová I., Kokkoris M., Köster U., Krticka M., Kyritsis N., Lederer-Woods C., Lerner G., Manna A., Martínez T., Masi A., Massimi C., Mastinu P., Mastromarco M., Maugeri E.A., Mazzone A., Mendoza E., Mengoni A., Michalopoulou V., Milazzo P. M., Mucciola R., Murtas F., Musacchio-Gonzalez E., Musumarra A., Negret A., Perez de Rada A., Perez-Maroto P., Patronis N., Pavon-Rodriguez J.A., Pellegriti M.G., Perkowski J., Petrone C., Pirovano E., Plaza J., Pomp S., Porras I., Praena J., Quesada J.M., Reifarth R., Rochman D., Romanets Y., Rubbia C., Sanchez-Caballero A., Sabaté-Gilarte M., Schillebeeckx P., Schumann D., Sekhar A., Smith A.G., Sosnin N.V., Stamati M.E., Sturniolo A., Tagliente G., Tarrio D., Torres-Sánchez P., Vagena E., Valenta S., Variale V., Vaz P., Vecchio G., Vescovi D., Vlachoudis V., Vlastou R., Wallner A., Woods P.J., Wright T., Zarrella R., Zugec P.	Köster U.	Compton imaging for enhanced sensitivity (n,?) cross section TOF experiments: Status and prospects	EPJ Web of Conferences	284	01018-1-01018-5	2023		10.1051/epjconf/202328401018		
Journal article	OA	ILL23DU6084	Denmark/France (ILL)/UK		Applied Physics, Instrumentation and Techniques	Durniak C., González M.A., Markvardsen A., Mukhopadhyay S., Lang F., Rod T.H.	González M.A.	Quasi Elastic Neutron Scattering model library	EPJ Web of Conferences	286	06001-1-06001-7	2023		10.1051/epjconf/202328606001		
Journal article		ILL23EL6029	France (ILL)/France (not ILL)/USA		Biology	Elena-Real C.A., Sagar A., Urbanek A., Popovic M., Morato A., Estana A., Fournet A., Doucet C., Lund X.L., Shi Z.D., Costa L., Thureau A., Allemand F., Swenson R.E., Milhiet P.E., Crehuet R., Barducci A., Cortes J., Sinnaeve D., Sibille N., Bernadó P.	Lund X.L.	The structure of pathogenic huntingtin exon 1 defines the bases of its aggregation propensity	Nature Structural & Molecular Biology	30	309-320	2023		10.1038/s41594-023-00920-0		
Journal article		ILL23EL6052	France (ILL)/France (not ILL)		Biology	Elena-Real C.A., Urbanek A., Lund X.L., Morato A., Sagar A., Fournet A., Estana A., Bellande T., Allemand F., Cortes J., Sibille N., Melki R., Bernadó P.	Lund X.L.	Multi-site-specific isotopic labeling accelerates high-resolution structural investigations of pathogenic huntingtin exon-1	Structure	31	644-650	2023		10.1016/j.str.2023.04.003		
Journal article	OA	ILL23FO6077	France (not ILL)/France (ILL)/Korea/USA/UK/Germany/Brazil/Serbia/Poland/Sweden/Italy/Hungary/Turkey/Czech Republic/Romania		Nuclear and Particle Physics	Fougères C., de Oliveira Santos F., Jose J., Michelagnoli C., Clément E., Kim Y.H., Lemasson A., Guimaraes V., Barrientos D., Bemmerer D., Benzoni G., Boston A.J., Böttger R., Boulay F., Bracco A., Celikovic I., Cederwall B., Ciemala M., Delafosse C., Domingo-Pardo C., Dudouet J., Eberth J., Fülöp Z., Gonzalez V., Gottardo A., Goupil J., Hess H., Jungclaus A., Kaskas A., Korichi A., Lenzi S.M., Leoni S., Li H., Ljungvall J., Lopez-Martens A., Menegazzo R., Mengoni D., Million B., Mrazek J., Napoli D.R., Navin A., Nyberg J., Podolyák Z., Pullia A., Quintana B., Ralet D., Redon N., Reiter P., Rezynkina K., Saillant F., Salsac M.D., Sánchez-Benítez A.M., Sanchis E., Senyigit M., Siciliano M., Smirnova N.A., Sohler D., Stanoiu M., Theisen C., Valiente-Dobón J.J., Ujic P., Zielinska M.	Micheagnoli C.	Search for 22Na in novae supported by a novel method for measuring femtosecond nuclear lifetimes	Nature Communications	14	4536-1-4536-7	2023		10.1038/s41467-023-40121-3		
