"sep=	"
Document type	Open Access	Number	Authors countries	Instrument	Domain	Authors	ILL Authors	Titre	Journal title	Volume	Pages	Year	Proposal number	DOI	WOS Number	DOI added
Journal article	OA	ILL23PE1033	France (ILL)/France (not ILL)/UK	D11	Soft Matter	Perrot A., Wang W.Z., Buhler E., Moulin E., Giuseppone N.		Bending actuation of hydrogels through rotation of light?driven molecular motors	Angewandte Chemie International Edition	62	e202300263-1-e202300263-11	2023	ILL-DATA.9-11-2004	10.1002/anie.202300263		
Journal article		ILL23PI1094	France (not ILL)/USA	D1B	Crystallography and Chemistry	Pineda Romero N., Witman M., Harvey K., Stavila V., Nassif V., Elkaïm E., Zlotea C.		Large destabilization of (TiVNb)-based hydrides via (Al, Mo) addition: Insights from experiments and data-driven models	ACS Applied Energy Materials	6	12560-12572	2023	CRG 2768, 5-25-284	10.1021/acsaem.3c02696		
Journal article		ILL23PI1036	Greece/India/Japan	ORANGE	Magnetic Structures	Pissas M., Stamopoulos D., Arulraj A., Prassides K.		Evolution of the magnetic structure in overdoped antiferromagnetic La1-xCaxMnO3(0.51?x?0.69) manganites: A neutron diffraction study	Physical Review B	107	035110-1-035110-10	2023		10.1103/PhysRevB.107.035110		
Journal article		ILL23PO1055	Austria/Croatia/USA/Switzerland		Magnetic Structures	Popcevic P., Batistic I., Smontara A., Velebit K., Jacimovic J., Zivkovic I., Tsyrulin N., Piatek J., Berger H., Sidorenko A., Rønnow H., Forró L., Barisic N., Tutis E.		Electronic transport and magnetism in the alternating stack of metallic and highly frustrated magnetic layers in Co1/3NbS2	Physical Review B	107	235149-1-235149-16	2023		10.1103/PhysRevB.107.235149		
Non-refereed Journal	OA	ILL23PO1012	Russia		Nuclear and Particle Physics	Popov A.V., Skorokhvatov M.D.		?????? ????????? ????-???????? ????????? ??????? ???????? ????? ? ???????? ? ??????? ???????????? / Model for the conversion of beta spectra products of uranium and plutonium isotope fission and plutonium into antineutrino spectra	Letters to ECHAYA	20	5-16	2023				
Thesis	OA	ILL24PR1021	Germany	D11/D33		Prause A.		Structural Investigation of hydrophobically modified thermoresponsive polymers and their influence on the rheology of microemulsions						10.34734/FZJ-2023-04995		
Journal article	OA	ILL23RA1093	Australia/Poland	D11	Materials Science and Engineering	Radlinski A.P., Blach T.		Multiscale micro-architecture of pore space in rocks: size, shape, deformation and accessibility determined by small-angle neutron scattering (SANS)	European Physical Journal E	46	78-1-78-5	2023		10.1140/epje/s10189-023-00336-0		
Journal article		ILL24RO1007	France (not ILL)/UK	D1B	Magnetic Excitations	Romero F.D., Ji K., Colin C.V., Attfield J.P.		Doping-independent 120° magnetism in the quadruple perovskite CaMn3V4O12	Physical Review B	108	064422-1-064422-5	2023		10.1103/PhysRevB.108.064422		
Journal article		ILL23RO1087	France (not ILL)/UK	D1B	Magnetic Structures	Romero F.D., Lepoittevin C., Kodjikian S., Colin C.V., Hayward M.A.		Ca2MnO3X (X = Cl, Br) oxyhalides with 1-dimensional ferromagnetic chains of square-planar S = 2 Mn3+	Journal of the American Chemical Society	145	23346-23351	2023		10.1021/jacs.3c09088		
Journal article	OA	ILL23RU1035	USA/UK	FIGARO	Biology	Ruane S., Li Z., Hollowell P., Hughes A., Warwicker J., Webster J.R.P., van der Walle C.F., Kalonia C., Lu J.R.		Investigating the orientation of an interfacially adsorbed monoclonal antibody and its fragments using neutron reflection	Molecular Pharmaceutics	20	1643-1656	2023		10.1021/acs.molpharmaceut.2c00864		
Journal article		ILL23SA1059	France (not ILL)	RICOCHET	Applied Physics, Instrumentation and Techniques	Salagnac T., Billard J., Colas J., Chaize D., De Jesus M., Dumoulin L., Filippini J.B., Gascon J., Juillard A., Lattaud H., Marnieros S., Misiak D., Oriol C., Vagneron L.		Optimization and performance of the CryoCube detector for the future Ricochet low-energy neutrino experiment	Journal of Low Temperature Physics	211	398-406	2023		10.1007/s10909-023-02960-8		
Journal article		ILL23SA1074	Brazil/France (not ILL)	D1B	Magnetic Structures	Sarvezuk P.W.C., Paulsen C., da Cunha J.B.M., Gusmao M.A., Isnard O.		Magnetic properties of quasi-one-dimensional Ising-chain compounds FexCo1-xNb2O6 at very low temperatures	Solid State Communications	373-374	115334-1-115334-6	2023		10.1016/j.ssc.2023.115334		
Journal article	OA	ILL23SA1040	UK		Biology	Sawczyc H., Heit S., Watts A.		A comparative characterisation of commercially available lipid-polymer nanoparticles formed from model membranes	European Biophysics Journal	52	39-51	2023		10.1007/s00249-023-01632-5		
Journal article	OA	ILL23SC1086	Czech Republic/Germany/UK	D19	Crystallography and Chemistry	Schmid E.M., Klar P.B., Krysiak Y., Svora P., Goodwin A.L., Palatinus L.	Schmidt E.M.	Quantitative three-dimensional local order analysis of nanomaterials through electron diffraction	Nature Communications	14	6512-1-6512-9	2023	5-13-277	10.1038/s41467-023-41934-y		
Journal article		ILL23SH1026	France (not ILL)	D11	Soft Matter	Shi L., Carn F., Boué F., Buhler E.		Gold nanoparticle-polyelectrolyte complexes with tunable structure probed by synchrotron small-angle X-ray scattering: Implications for the production of colloidal crystals-based nanophotonic materials	ACS Applied Nano Materials	6	3990-4004	2023		10.1021/acsanm.3c00259		
Journal article		ILL23ST1032	Germany		Materials Science and Engineering	Storm A., Koster J., Ghorbani-Asl M., Kretschmer S., Gorelik T.E., Kinyanjui M.K., Krasheninnikov A.V., Kaiser U.		Electron-beam- and thermal-annealing-induced structural transformations in few-layer MnPS3	ACS Nano	17	4250-4260	2023		10.1021/acsnano.2c05895		
Journal article	OA	ILL23TR1023	UK/Portugal	FIGARO	Soft Matter	Traldi F., Liu P., Albino I., Ferreira L., Zarbakhsh A., Resmini M.		Protein-nanoparticle interactions govern the interfacial behavior of polymeric nanogels: Study of protein corona formation at the air/water interface	International Journal of Molecular Sciences	24	2810-1-2810-20	2023	9-12-588, 9-13-838	10.3390/ijms24032810		
Journal article	OA	ILL23TR1052	Austria/Germany	D22	Soft Matter	Trummer F., Lade O., Glatter O., Sottmann T., Stubenrauch C.		Microemulsions supported by octyl monoglucoside and geraniol. 3. Microstructure & general pattern	Colloids and Surfaces A	676	132133-1-132133-10	2023	9-10-397	10.1016/j.colsurfa.2023.132133		
Thesis	OA	ILL23VI1081	Germany	D22	Biology	Vitsyna O.A.		Structural studies of 5´ UTR of Hepatitis C viral RNA by NMR-based structural biology						10.15488/14877		
Journal article	OA	ILL23VO1038	Germany	IN15	Applied Physics, Instrumentation and Techniques	Vogl F., Balacescu L., Holderer O., Pasini S., Staringer S., Brandl G., Ossovyi V., Feilbach H., Müller-Buschbaum P., Stadler A.M., Fitter J., Schrader T.E.		Multi-angle in situ dynamic light scattering at a neutron spin echo spectrometer	Review of Scientific Instruments	94	034106-1-034106-10	2023		10.1063/5.0136367		
Journal article		ILL23WE1027	China/France (not ILL)	D1B	Materials Science and Engineering	Wen J., Laversenne L., Novelli M., Grosdidier T., deRango P.		In situ analysis of phase constituents evolution upon hydrogen cycling of cold-forged Mg-Ni powders	Journal of Alloys and Compounds	947	169543-1-169543-11	2023		10.1016/j.jallcom.2023.169543		
Journal article	OA	ILL23WH1085	Australia	D11	Soft Matter	White J.		D11 and small angle neutron scattering: A paradigm of ILL	European Physical Journal E	46	112-1-112-10	2023		10.1140/epje/s10189-023-00362-y		
Journal article	OA	ILL23WI1063	UK	D4C	Liquids and Glasses	Wilding M.C., Sella A., Howard C.A., Jorge Sobrido A., Catlow C.R.A.		Exploring the length scales, timescales and chemistry of challenging materials (Part 1)	Philosophical Transactions of the Royal Society A	381	20220353-1-20220353-7	2023		10.1098/rsta.2022.0353		
Thesis		ILL24YE1017	France (not ILL)			Ye Q.		Étude des diagrammes de phases ternaires La2O3 - (Mo/W)O3 - CaO et exploration des propriétés de conduction ionique								
Journal article	DOI	ILL23BZ1039	Czech Republic	CYCLOPS	Crystallography and Chemistry	Zajic F., Klejch M., Elias A., Klicpera M., Beitlerova A., Nikl M., Pospísil J.		Nd:YAG single crystals grown by the floating zone method in a laser furnace	Crystal Growth & Design	23	2609-2618	2023		10.1021/acs.cgd.2c01453		
Journal article		ILL23ZH1028	China/France (ILL)/Italy/Switzerland	IN6	Spectroscopy in Solid State Physics and Chemistry	Zhang H., Datchi F., Andriambariarijaona L., Rescigno M., Bove L.E., Klotz S., Ninet S.		Observation of a plastic crystal in water-ammonia mixtures under high pressure and temperature	Journal of Physical Chemistry Letters	14	2301-2307	2023	7-03-153	10.1021/acs.jpclett.3c00092		
Journal article		ILL23ZH1013	UK	IN12	Magnetic Excitations	Zhu M., Voneshen D.J., Raymond S., Lipscombe O.J., Tam C.C., Hayden S.M.		Spin fluctuations associated with the collapse of the pseudogap in a cuprate superconductor	Nature Physics	19	99-105	2023	4-02-583	10.1038/s41567-022-01825-3		
Journal article	OA	ILL22AL1084	USA	D7	Liquids and Glasses	Alba-Simionesco C., Judeinstein P., Longeville S., Osta O., Porcher F., Caupin F., Tarjus G.		Interplay of vitrification and ice formation in a cryoprotectant aqueous solution at low temperature	Proceedings of the National Academy of Sciences of the USA	119	e2112248119-1-e2112248119-9	2022		10.1073/pnas.2112248119		
Journal article		ILL22AN1134	Russia/Romania	D22	Biology	Anitas E.M.		?-SAS: An integrative approach for structural modeling of biological macromolecules in solution	Acta Crystallographica D	78	1046-1063	2022		10.1107/S2059798322006349		
Journal article		ILL22BA1216	Belgium/France (not ILL)/Spain	D11	Soft Matter	Baccile N., Lorthioir C., Ba A.A., Le Griel P., Pérez J., Hermida-Merino D., Soetaert W., Roelants S.L.K.W.		Topological connection between vesicles and nanotubes in single-molecule lipid membranes driven by head-tail interactions	Langmuir	38	14574-14587	2022	9-13-778	10.1021/acs.langmuir.2c01824		
Journal article		ILL22BA1212	India	D11	Materials Science and Engineering	Bahadur J., Prakash J., Das A., Sen D.		Hollow TiO2/SiO2 composite microspheres through reactive assembly across immiscible liquid interfaces	Physical Chemistry Chemical Physics	24	28965-28974	2022		10.1039/D2CP04756J		
Journal article		ILL22BA1093	France (not ILL)	D23	Magnetic Structures	Barbier M., Wilhelm F., Colin C.V., Opagiste C., Lhotel E., Pinek D., Kim Y., Braithwaite D., Ressouche E., Ohresser P., Otero E., Rogalev A., Ouisse T.		Magnetic properties of the (Mo2/3R1/3)2AlC (R=Ho,Dy) i-MAX phases studied by x-ray magnetic circular dichroism and neutron diffraction	Physical Review B	105	174421-1-174421-13	2022		10.1103/PhysRevB.105.174421		
Journal article		ILL22BA1082	Hungary/Portugal/Spain	D22	Materials Science and Engineering	Barbosa J.C., Goncalves R., Valverde A., Martins P.M., Petrenko V.I., Marton M., Fidalgo-Marijuan A., Fernández de Luis R., Costa C.M., Lanceros-Mendez S.		Metal organic framework modified poly(vinylidene fluoride-co-hexafluoropropylene) separator membranes to improve lithium-ion battery capacity fading	Chemical Engineering Journal	443	136329-1-136329-13	2022		10.1016/j.cej.2022.136329		
Thesis	OA	ILL22BE1219	France (not ILL)	D16	Materials Science and Engineering	Ben Ghozi-Bouvrande J.		Les liquides poreux : un nouveau concept pour la séparation chimique				2022				
Journal article	OA	ILL22BO1097	France (ILL)/France (not ILL)	D1B	Materials Science and Engineering	Bouzidi A., Laversenne L., Nassif V., Elkaïm E., Zlotea C.		Hydrogen storage properties of a new Ti-V-Cr-Zr-Nb high entropy alloy	Hydrogen	3	270-284	2022	CRG-2768	10.3390/hydrogen3020016		
Thesis	OA	ILL22BO1192	Sweden	D17/FIGARO/SuperADAM	Soft Matter	Boyd H.		On the structure and mechanical properties of in vitro salivary pellicles				2022		10.24834/isbn.9789178772414		
Journal article		ILL22CA1202	Israel/USA		Nuclear and Particle Physics	Callahan L.K., Collon P., Paul M., Avila M.L., Back B.B., Bailey T.L., Clark A.M., Dickerson C., Greene J.P., Jayatissa H., Jiang C.L., Kashiv Y., Nelson A.D., McLain J., Pardo R.C., Potterveld D., Rehm K.E., Sahoo R.N., Scott R., Seweryniak D., Tolstukhin I., Vondrasek R.		Initial tests of Accelerator Mass Spectrometry with the Argonne Gas-Filled Analyzer and the commissioning of the MONICA detector	Nuclear Instruments and Methods in Physics Research B	532	7-12	2022		10.1016/j.nimb.2022.09.009		
Journal article		ILL22CA1158	France (not ILL)	D9	Applied Physics, Instrumentation and Techniques	Cambon C., Bendaoud I., Rouquette S., Soulié F.		A WAAM benchmark: From process parameters to thermal effects on weld pool shape, microstructure and residual stresses	Materials Today Communications	33	104235-1-104235-10	2022	1-02-283	10.1016/j.mtcomm.2022.104235		
Thesis		ILL22CA1094	Sweden	D33/D11	Magnetic Structures	Campillo E.		Deviations from the London model in superconductors				2022				
Journal article		ILL22CO1063	UK		Nuclear and Particle Physics	Collins S.M., Gilligan C., Pierson B., Ramirez N., Goodwin M., Pearce A.K., Archambault B.C., Haney M.M., Regan P.H.		Determination of the 161Tb half-life	Applied Radiation and Isotopes	182	110140-1-110140-15	2022		10.1016/j.apradiso.2022.110140		
Journal article		ILL22DA1139	Russia	STEREO	Nuclear and Particle Physics	Danilov M.		Review of sterile neutrino searches at very short-baseline reactor experiments	Physica Scripta	97	094001-1-094001-14	2022		10.1088/1402-4896/ac81fd		
Journal article	OA	ILL22DR1098	Sweden	SuperADAM	Materials Science and Engineering	Droulias S.A., Granas O., Hartmann O., Komander K., Hjörvarsson B., Wolff M., Pálsson G.K.		Influence of deuterium-induced volume changes on optical transmission in Fe/V (001) and Cr/V (001) superlattices	Physical Review B	105	195438-1-195438-6	2022		10.1103/PhysRevB.105.195438		
Journal article	OA	ILL22DU1100	Portugal		Applied Physics, Instrumentation and Techniques	Duarte N., Marcos J., Amaro F.		Fine powder proportional counters for neutron detection	U.Porto Journal of Engineering	8	24-28	2022		10.24840/2183-6493_008.003_0006		
Journal article	OA	ILL22EL1198	France (ILL)/Germany	D11	Soft Matter	El Maangar A., Lopian T., Dourdain S., Kunz W., Zemb T.		Diluent effects on the stability range of w/o micellar systems and microemulsions made with anionic extractants	EPJ Nuclear Sciences & Technologies	8	28-1-28-17	2022	EASY-887	10.1051/epjn/2022025		
Thesis	OA	ILL23ES1016	Germany	LOHENGRIN	Nuclear and Particle Physics	Esmaylzadeh A.		Investigation of shape coexistence and triaxiality in the neutron-rich A ? 100 region using lifetime measurements				2022				
Journal article		ILL22FA1092	UK		Soft Matter	Fa K., Liu H., Gong H., Zhang L., Liao M., Hu X., Ciumac D., Li P., Webster J., Petkov J., Thomas R.K., Lu J.R.		In-membrane nanostructuring of cationic amphiphiles affects their antimicrobial efficacy and cytotoxicity: A comparison study between a de novo antimicrobial lipopeptide and traditional biocides	Langmuir	38	6623-6637	2022		10.1021/acs.langmuir.2c00506		
Journal article		ILL22FA1147	Switzerland/Denmark/Finland/France (not ILL)	D23	Magnetic Structures	Facheris L., Povarov K.Y., Nabi S.D., Mazzone D.G., Lass J., Roessli B., Ressouche E., Yan Z., Gvasaliya S., Zheludev A.		Spin density wave versus fractional magnetization plateau in a triangular antiferromagnet	Physical Review Letters	129	087201-1-087201-6	2022	5-41-1086	10.1103/PhysRevLett.129.087201		
Journal article		ILL22FR1211	UK/Switzerland	IN3	Magnetic Excitations	Freeman P.G., Prabhakaran D., Turrini A.A.		Lack of out-of-plane dispersion of the magnetic excitations of charge-stripe ordered La2-xSrxNiO4+?	Journal of the Physical Society of Japan	91	125004-1-125004-2	2022		10.7566/JPSJ.91.125004		
Thesis	OA	ILL22GA1220	Germany	IN12/IN7	Magnetic Excitations	Gabold H.J.		Implementation of MIEZETOP at MIRA and spin dynamics in antiferromagnets				2022				
Journal article		ILL22GA1135	France (not ILL)	D2B	Crystallography and Chemistry	Galven C., Ducamp M., Rocquefelte X., Dittmer J., Crosnier-Lopez M.P., Le Berre F.		Structural characterization and influence of defects on the optical properties of the oxygen-deficient perovskite Ba3LiNb2O8.5?0.5	Inorganic Chemistry	61	10272-10282	2022		10.1021/acs.inorgchem.1c03827		
Journal article	OA	ILL22GE1008	Italy	D20	Magnetic Structures	Geddo Lehmann A., Muscas G., Ferretti M., Pusceddu E., Peddis D., Congiu F.		Structural and magnetic properties of nanosized half-doped rare-earth Ho0.5Ca0.5MnO3 manganite	Applied Sciences	12	695-1-695-15	2022	5-31-2089	10.3390/app12020695		
Journal article		ILL22GR1066	Russia	SuperADAM/D33	Materials Science and Engineering	Grigoryeva N.A., Mistonov A.A., Grigoriev S.V.		Small-angle neutron diffraction for studying ferromagnetic inverse opal-like structures	Crystallography Reports	67	93-117	2022		10.1134/S1063774522010060		
Journal article	OA	ILL22GR1011	Russia/Switzerland/Sweden/Belarus	SuperADAM	Magnetic Structures	Grigoryeva N.A., Ukleev V., Vorobiev A.A., Stognij A.I., Novitskii N.N., Lutsev L.V., Grigoriev S.V.		Mesostructure and magnetic properties of SiO2-Co granular film on silicon substrate	Magnetochemistry	8	167-1-167-19	2022		10.3390/magnetochemistry8120167		
