"sep=	"
Document type	Open Access	Number	Authors countries	Authors	Title	Journal title	Volume	Pages	Year	Beamline(s)	Facility used	Proposal number	DOI	DOI added	WoS Number
Journal article		ESRF23BR7191	USA	Bradford S., Luo S., Brown D., Juhász T., Jester J.	A review of the epithelial and stromal effects of corneal collagen crosslinking	Ocular Surface	30	150-159	2023				10.1016/j.jtos.2023.09.003		
Journal article	OA	ESRF23BR7194	France (not ESRF)/USA/Germany/South Africa	Braga J., Wood B.A., Zimmer V.A., Moreno B., Miller C., Thackeray J.F., Zipfel B., Grine F.E.	Hominin fossils from Kromdraai and Drimolen inform Paranthropus robustus craniofacial ontogeny	Science Advances	9	eade7165-1-eade7165-14	2023				10.1126/sciadv.ade7165		WOS:000988268100003
Journal article	OA	ESRF23BR7044	Germany	Brehm W., White T., Chapman H.N.	Crystal diffraction prediction and partiality estimation using Gaussian basis functions	Acta Crystallographica A	79	145-162	2023		PETRA III		10.1107/S2053273323000682		
Journal article	OA	ESRF23BR7078	Sweden/Australia/Germany	Breslin T., Paino J., Wegner M., Engels E., Fiedler S., Forrester H., Rennau H., Bustillo J., Cameron M., Häusermann D., Hall C., Krause D., Hildebrandt G., Lerch M., Schültke E.	A Novel anthropomorphic phantom composed of tissue-equivalent materials for use in experimental radiotherapy: Design, dosimetry and biological pilot study	Biomimetics	8	230-1-230-11	2023				10.3390/biomimetics8020230		WOS:001014229900001
Journal article	OA	ESRF23BR7098	USA/Italy/France (not ESRF)/Australia	Brookes E., Rocco M., Vachette P., Trewhella J.	AlphaFold-predicted protein structures and small-angle X-ray scattering: insights from an extended examination of selected data in the Small-Angle Scattering Biological Data Bank	Journal of Applied Crystallography	56	910-926	2023				10.1107/s1600576723005344		WOS:001046279800001
Journal article		ESRF23BR7127	Germany	Brummel O., Jacobse L., Simanenko A., Deng X., Geile S., Gutowski O., Vonk V., Lykhach Y., Stierle A., Libuda J.	Chemical and structural in-situ characterization of model electrocatalysts by combined infrared spectroscopy and surface X-ray diffraction	Journal of Physical Chemistry Letters	14	8820-8827	2023		PETRA III		10.1021/acs.jpclett.3c01777		
Journal article	OA	ESRF23BR7094	France (not ESRF)	Brunelle P., Béchu N., Briois V., Marteau F., Ribbens M., Berteaud P., Delétoille X., Dupuy E., Herbeaux C., Labat M., Lestrade A., Nadji A., Nadolski L., Nouna M., Pruvost J.B.	Development of a custom-made 2.8 T permanent-magnet dipole photon source for the ROCK beamline at SOLEIL	Journal of Synchrotron Radiation	30	695-707	2023		Soleil (Orsay)		10.1107/s1600577523002990		WOS:001028779000004
Journal article	OA	ESRF23BU7149	Russia	Bulavchenko O.A., Vinokurov Z.S.	In situ X-ray diffraction as a basic tool to study oxide and metal oxide catalysts	Catalysts	13	1421-1-1421-33	2023				10.3390/catal13111421		
Journal article		ESRF23BU7176	Switzerland	Burian M., Grimm S., Brandstetter S.	A lew low-latency data interface for current-generation DECTRIS detectors	Synchrotron Radiation News	36	23-24	2023				10.1080/08940886.2023.2245728		
Book chapter		ESRF23BU7074	Ireland/France (not ESRF)	Butterworth K., Prezado Y., Prise K.M.	Introduction to the principles of spatially fractionated radiotherapy								10.1088/978-0-7503-4046-5ch1		
Journal article	OA	ESRF23BY7102	USA	Byer A.S., Pei X., Patterson M.G., Ando N.	Small-angle X-ray scattering studies of enzymes	Current Opinion in Chemical Biology	72	102232-1-102232-9	2023				10.1016/j.cbpa.2022.102232		
Journal article		ESRF23CA7038	Italy/UK	Caciuffo R., Lander G.H., van der Laan G.	Synchrotron radiation techniques and their application to actinide materials	Reviews of Modern Physics	95	015001-1-015001-52	2023				10.1103/RevModPhys.95.015001		
Journal article	OA	ESRF23CA7065	China	Cai H., Lin W., Feng M., Zheng T., Zhou B., Zhong Y.	Review on eutectic-type alloys solidified under static magnetic field	Crystals	13	891-1-89124	2023				10.3390/cryst13060891		
Journal article		ESRF23CA7088	China	Cao D., Xu W., Chen S., Liu C., Sheng B., Song P., Moses O.A., Song L., Wei S.	Visualizing catalytic dynamics processes via synchrotron radiation multitechniques	Advanced Materials	35	2205346-1-2205346-25	2023		BSRF (Beijing)/SSRF (Shanghaï)		10.1002/adma.202205346		WOS:001018502700001
Journal article	OA	ESRF23CA7048	Sweden/UK	Carbone D., Bikondoa O.	Focused and coherent X-ray beams for advanced microscopies	Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms	539	127-135	2023				10.1016/j.nimb.2023.03.036		
Journal article	OA	ESRF23CA7146	Switzerland	Carrillo M., Mason T.J., Karpik A., Martiel I., Kepa M.W., McAuley K.E., Beale J.H., Padeste C.	Micro-structured polymer fixed targets for serial crystallography at synchrotrons and XFELs	IUCrJ	10	678-693	2023				10.1107/S2052252523007595		
Book chapter		ESRF23CH7034	USA/Korea	Cha W., Choi S., Kim H.	Coherent X-ray diffraction studies of inorganic crystalline nanomaterials								10.1016/B978-0-12-823144-9.00082-0		
Journal article		ESRF23CH7040	France (not ESRF)	Chakraborti A., Cho Y., Sjakste J., Baptiste B., Henry L., Guignot N., Le Godec Y., Vast N.	When carbon impurities trigger the synthesis of alpha boron at high pressure and high temperature	Acta Materialia	249	118820-1-118820-14	2023		ESRF (Grenoble)/Soleil (Orsay)		10.1016/j.actamat.2023.118820		
Journal article	OA	ESRF23CH7072	Germany	Chapman H.N.	Fourth-generation light sources	IUCrJ	10	246-247	2023				10.1107/S2052252523003585		
Journal article		ESRF23CH7042	China	Chen S., Li X., Zhu J., Zhang C., Long W., Liu Y., Liu S., Lu Z.	Reflection power suppression for solid state amplifiers with combiner optimization	Review of Scientific Instruments	94	034708-1-034708-11	2023				10.1063/5.0127489		
Journal article		ESRF23CH7087	USA/The Netherlands	Chen Y., Stelmacovich G., Mularczyk A., Parkinson D., Babu S.K., Forner-Cuenca A., Pylypenko S., Zenyuk I.V.	A viewpoint on X-ray tomography imaging in electrocatalysis	ACS Catalysis	13	10010-10025	2023				10.1021/acscatal.3c01453		WOS:001031291100001
Journal article		ESRF23CH7019	Russia/UK	Chernov V.A., Bataev I.A., Rakshun Y.V., Khomyakov Y.V., Gorbachev M.V., Trebushinin A.E., Chkhalo N.I., Krasnorutskiy D.A., Naumkin V.S., Sklyarov A.N., Mezentsev N.A., Korsunsky A.M., Dolbnya I.P.	A concept of "materials" diffraction and imaging beamline for SKIF: Siberian circular photon source	Review of Scientific Instruments	94	013305-1-013305-19	2023				10.1063/5.0103481		WOS:000914600500001
Journal article	OA	ESRF23CH7079	Canada	Chow James C.L., Ruda H.E.	Flash radiotherapy: Innovative cancer treatment	Encyclopedia	3	808-823	2023				10.3390/encyclopedia3030058		
Journal article		ESRF23CH7190	USA	Chubar O., Berman L., Fluerasu A., Gao Y., Goel H., He A., Rakitin M., Wiegart L., Williams G.	Applications of “synchrotron radiation workshop” code	Synchrotron Radiation News	36	15-22	2023				10.1080/08940886.2023.2274739		
Journal article		ESRF24CH7024	Russia	Chukhovskii F.N., Konarev P.V., Volkov V.V.	Comprehensive recovery of point defect displacement field function in crystals by computer X-ray diffraction microtomography	Crystals	14	29-1-29-10	2023				10.3390/cryst14010029		
Book chapter		ESRF23CL7007	Belgium	Claessens M.	ITER, the way to fusion energy								10.1016/B978-0-12-820588-4.00030-X		
Journal article		ESRF23CO7109	France (not ESRF)	Colloc'h N., Dhaussy A.C., Girard E.	Exploring the structural dynamics of proteins by pressure perturbation using macromolecular crystallography	Methods in Enzymology	688	349-381	2023				10.1016/bs.mie.2023.06.007		
Journal article	OA	ESRF23DA7022	Italy/The Netherlands/Germany	Dallari F., Martinelli A., Caporaletti F., Sprung M., Baldi G., Monaco G.	Stochastic atomic acceleration during the X-ray-induced fluidization of a silica glass	PNAS	120	e2213182120-1-e2213182120-7	2023		PETRA III				
Journal article		ESRF23DA7175	Italy/The Netherlands/Germany	Dallari F., Martinelli A., Caporaletti F., Sprung M., Baldi G., Monaco G.	Stochastic atomic acceleration during the X-ray-induced fluidization of a silica glass	Proceedings of the National Academy of Sciences of the USA	120	e2213182120-1-e2213182120-7	2023		PETRA III		10.1073/pnas.2213182120		
Journal article	OA	ESRF23DA7179	France (not ESRF)	Daou I., Mocuta C., Lecomte-Nana G.L., Tessier-Doyen N., Peyratout C., Guinebretière R., Thiaudière D.	Dehydroxylation of kaolinite and halloysite-rich samples: An in situ study of the texture and structural evolutions	Minerals	13	1418-1-1418-19	2023		Soleil (Orsay)		10.3390/min13111418		
Journal article		ESRF23DA7006	France (not ESRF)	Daoût C., Rozenbaum O., De Sousa Meneses D., Rochais D.	Identification of the spectral complex refractive index of pure silica micrometric fibers versus temperature	International Journal of Heat and Mass Transfer	204	123869-1-123869-12	2023				10.1016/j.ijheatmasstransfer.2023.123869		
Journal article		ESRF23DA7128	UK	Davey R.J., Ristic R.I., Roberts K.J.	John Neil Sherwood: Pioneer in organic and molecular crystals	Crystal Growth & Design	23	6989-6992	2023				10.1021/acs.cgd.3c00628		
Journal article		ESRF23DE7164	France (not ESRF)/Italy/USA	De Francesco A., Formisano F., Scaccia L., Guarini E., Bafile U., González M.A., Alatas A., Lynch S.T., Cunsolo A.	Fingerprints of hydrogen bonding in the terahertz dynamics of ethanol and water: An inelastic X-ray scattering study	Journal of Chemical Physics	159	244501-1-244501-10	2023				10.1063/5.0180961		WOS:001129550000002
Journal article		ESRF23DE7008	Spain	de la Morena C., Regidor D., Iriarte D., Ugarte E., Dragas S., Martinez A.J., Molla J., Ibarra A.	High power experiments of the prototype solid state RF system for IFMIF-DONES	Fusion Engineering and Design	189	113475-1-113475-6	2023				10.1016/j.fusengdes.2023.113475		
Journal article	OA	ESRF23DE7117	USA	Deng J., Miceli A., Jacobsen C.	Counting on the future: Fast charge-integrating detectors for X-ray nanoimaging	Journal of Synchrotron Radiation	30	859-860	2023				10.1107/s1600577523007269		WOS:001067202300001
Journal article		ESRF23DO7060	Canada	Dobson S., Stobbs J., Laredo T., Marangoni A.G.	A facile strategy for plant protein fiber formation without extrusion or shear processing	Innovative Food Science & Emerging Technologies	86	103385-1-103385-10	2023				10.1016/j.ifset.2023.103385		
Journal article		ESRF23DO7063	Russia	Domoroshchina E.N., Svetogorov R.D., Kuz'micheva G.M., Kravchenko G.V., Pirutko L.V., Zhukova A.I., Utenyshev A.N., Bozhenko K.V.	Al and Ti location in the MFI orthorhombic HZSM-5 framework. DFT calculation and neutron diffraction experiment	Journal of Materials Science	58	3934-3946	2023		ESRF (Grenoble)		10.1007/s10853-023-08294-w		
Journal article	OA	ESRF23DO7028	Russia	Dorovatovskii P., Baidakova M., Ivan'kova E., Marikhin V., Myasnikova L., Svetogorov R., Yagovkina M.	Phase transformation in UHMWPE reactor powders synthesized on various catalysts in mechanical and thermal fields	Polymers	15	906-1-906-15	2023				10.3390/polym15040906		
Journal article		ESRF23DY7172	Poland	Dyrda-Terniuk T., Pomastowski P.	The multifaceted roles of bovine lactoferrin: Molecular structure, isolation methods, analytical characteristics, and biological properties	Journal of Agricultural and Food Chemistry	71	20500-20531	2023				10.1021/acs.jafc.3c06887		
Journal article	OA	ESRF23DZ7170	Germany	Dzieciol K., Durmus Y.E., Tempel H., Kungl H., Bauer A., Eichel R.A.	Laboratory X-ray computed tomography imaging protocol allowing the operando investigation of electrode material evolution in various environments	iScience	26	107097-1-107097-18	2023				10.1016/j.isci.2023.107097		
Journal article		ESRF23FI7073	USA/France (not ESRF)	Fillingham P., Bhathal J.R., Marsh L.M.M., Barbour M.C., Kurt M., Ionita C.N., Davies J.M., Aliseda A., Levitt M.R.	Improving the accuracy of computational fluid dynamics simulations of coiled cerebral aneurysms using finite element modeling	Journal of Biomechanics	157	111733-1-111733-9	2023				10.1016/j.jbiomech.2023.111733		
Journal article		ESRF23FL7010	UK	Fleming N.	How Grenoble has mastered industry–academia science collaborations	Nature		spotlight	2023		ESRF (Grenoble)		10.1038/d41586-023-00109-x		
Journal article	OA	ESRF23FL7045	Germany/Switzerland	Flenner S., Hagemann J., Wittwer F., Longo E., Kubec A., Rothkirch A., David C., Müller M., Greving I.	Hard X-ray full-field nanoimaging using a direct photon-counting detector	Journal of Synchrotron Radiation	30	390-399	2023		PETRA III		10.1107/S1600577522012103		
Journal article		ESRF23FO7054	Spain/Ireland	Fontes-Candia C., Diaz-Piñero L., Carlos Martinez J., Gómez-Mascaraque L.G., López-Rubio A., Martinez-Sanz M.	Nanostructural changes in polysaccharide-casein gel-Like structures upon in vitro gastrointestinal digestion	Food Research International	169	112862-1-112862-15	2023		ALBA (Barcelona)		10.1016/j.foodres.2023.112862		
Journal article	OA	ESRF23FO7153	UK	Fordham A., Milojevic Z., Giles E., Du W., Owen R.E., Michalik S., Chater P.A., Das P.K., Attidekou P.S., Lambert S.M., Allan P.K., Slater P.R., Anderson P.A., Jervis R., Shearing P.R., Brett D.J.L.	Correlative non-destructive techniques to investigate aging and orientation effects in automotive Li-ion pouch cells	Joule	7	2622-2652	2023				10.1016/j.joule.2023.10.011		
Book chapter		ESRF24FO7030	Denmark	Forneris J.	Introduction to part I: Voices from European Big Science Organizations								10.1088/978-0-7503-3631-4ch1		
Journal article		ESRF23FO7122	USA	Fox A.L., Teteris A.R., Mathews I.I.	Remote laboratory training for high school students: Grocery store based hands-on project in protein crystallography	Journal of Applied Crystallography	56	1557-1568	2023		SSRL (Stanford)		10.1107/S1600576723006805		
Journal article		ESRF23FU7158	Italy	Furlani M., Riberti N., Gatto M.L., Giuliani A.	High-resolution phase-contrast tomography on human collagenous tissues: A comprehensive review	Tomography	9	2116-2133	2023				10.3390/tomography9060166		
Journal article		ESRF23GA7183	France (not ESRF)/Italy	Gaborieau M., Laubier M., Pompilio M., Bolfan-Casanova N.	Determination of the oxidation state of primary melts using two proxies	Chemical Geology	638	121701-1-121701-20	2023				10.1016/j.chemgeo.2023.121701		
Book chapter		ESRF23GA7030	China	Gao B., Zhou Z.	Applications of X-ray diffraction in nanomaterials								10.1016/B978-0-12-822425-0.00032-4		
Journal article	OA	ESRF23GA7056	Russia	Gareev K.G.	Diversity of Iron Oxides: Mechanisms of Formation, Physical Properties and Applications	Magnetochemistry	9	119-1-119-50	2023				10.3390/magnetochemistry9050119		
Journal article		ESRF23GA7118	UK	Garman E.F.	Raimond B. G. Ravelli (25 March 1968-30 June 2023)	Acta Crystallographica D	79	866-870	2023		ESRF (Grenoble)		10.1107/s2059798323006897		WOS:001064610100008
Journal article		ESRF23GA7084	UK/France (not ESRF)	Garman E.F., Weik M.	Radiation damage to biological macromolecules∗	Current Opinion in Structural Biology	82	102662-1-102662-11	2023				10.1016/j.sbi.2023.102662		
Journal article	OA	ESRF23GE7013	Brazil/The Netherlands	Geraldes R.R., Luiz S.A.L., de Brito Neto J.L., Soares T.R.S., dos Reis R.D., Calligaris G.A., Witvoet G., Vermeulen J.P.M.B.	Fly-scan-oriented motion analyses and upgraded beamline integration architecture for the High-Dynamic Double-Crystal Monochromator at Sirius/LNLS	Journal of Synchrotron Radiation	30	90-110	2023				10.1107/S1600577522010724		
Journal article		ESRF23GE7121	Brazil/The Netherlands	Geraldes R.R., Moreno B.Z.L., Lena F.R., Pereira E.O., da Silva M.H.S., Basilio G.G., Proenca P.P.R., Gomes R.C., Bueno C.S.N.C., Luiz S.A.L., Pinto A.C., Meyer B.C., Galante D., Pérez C.A., Teixeira V.C., Kofukuda L.M., Sotero A.P.S., Ruijl T.A.M., Aarden W., Peters P., Wijnhoven M., Tolentino H.C.N.	The high-dynamic cryogenic sample stage for SAPOTI/CARNAÚBA at Sirius/LNLS	AIP Conference Proceedings	2990	040017-1-040017-16	2023		LNLS (Campinas SP)		10.1063/5.0168438		
Journal article		ESRF23GI7005	Italy	Giffoni F., Florio M.	Public support of science: A contingent valuation study of citizens' attitudes about CERN with and without information about implicit taxes	Research Policy	52	104627-1-104627-19	2023				10.1016/j.respol.2022.104627		
Journal article	OA	ESRF23GO7093	USA	Goldberg K.A., La Fleche K.T.	Thickness dependence of piezo-bimorph adaptive mirror bending	Review of Scientific Instruments	94	073101-1-073101-6	2023				10.1063/5.0154575		WOS:001025224900005
Journal article	OA	ESRF23GO7141	UK	Govada L., Chayen N.E.	Crystallisation and characterisation of muscle proteins: A mini-review	Journal of Muscle Research and Cell Motility	44	209-215	2023				10.1007/s10974-023-09648-2		
Journal article	OA	ESRF23GU7101	Italy	Gualtieri A.F., Leoncini M., Fantone S., Di Valerio S., Tossetta G., Procopio A.D., Marzioni D., Pugnaloni A., Bassi A.M., Almonti V., Mirata S., Vernazza S., Tirendi S., Manrego B., Traverso N., Passalacqua M., Scarfi S., Raneri S., Fornasini L., Bersani D., Perchiazzi N., Ballirano P., Pacella A., Bloise A., Ottaviani M.F., Mattioli M., Giordani M., Della Ventura G.	PRIN 2017 Fibres - A multidisciplinary mineralogical, crystal-chemical and biological project. What have we learned after four years of research?	Periodico di Mineralogia	92	143-158	2023				10.13133/2239-1002/18021		
